company,model,year,fuel_type,transmission,km_driven,owner_type,mileage,engine,price
Mercedes,C-Class,2025,Diesel,Manual,137506,First,13.07,2801,8747301
Ford,Figo,2023,Diesel,Automatic,143758,Third,14.07,1806,1621991
Toyota,Glanza,2023,Petrol,Automatic,52326,Second,13.5,1790,2051434
Audi,Q5,2025,Diesel,Automatic,133578,Third,13.13,2953,5717740
Mercedes,GLA,2023,Petrol,Automatic,72017,Third,10.83,4444,5804919
Tata,Tiago,2024,CNG,Manual,108444,Third,19.54,1274,603160
Audi,A6,2017,Petrol,Manual,110947,Second,11.2,3803,4588978
BMW,5 Series,2022,Diesel,Automatic,144663,First,14.88,2276,3817466
Mercedes,E-Class,2019,Electric,Manual,13651,First,300.0,3480,11753146
Audi,A6,2017,CNG,Manual,35762,Second,12.96,2226,4201275
BMW,X5,2022,Electric,Manual,96798,Second,300.0,2445,7116243
Hyundai,Grand i10,2023,Electric,Automatic,60436,First,300.0,944,977828
Mahindra,Bolero,2017,CNG,Automatic,58449,Second,15.3,2727,3316620
Ford,Figo,2023,CNG,Manual,126916,First,15.32,1786,2723960
BMW,X5,2020,Petrol,Manual,138945,Third,11.04,3756,4082159
Tata,Harrier,2015,CNG,Manual,12524,Second,23.03,1117,1179460
Mahindra,Bolero,2020,CNG,Manual,89303,Second,17.95,1980,2229223
Ford,EcoSport,2015,Electric,Automatic,121556,Third,300.0,2434,1129949
Ford,Endeavour,2021,Petrol,Automatic,67113,First,12.06,1569,4415640
Volkswagen,Vento,2015,Electric,Automatic,128304,Third,300.0,1582,854497
Toyota,Fortuner,2020,Petrol,Automatic,67998,Second,14.26,2634,4524499
Hyundai,Venue,2023,Petrol,Manual,135536,First,26.72,1150,459621
Mercedes,GLA,2025,Petrol,Automatic,143868,Second,14.5,3418,5512523
Audi,A4,2017,CNG,Automatic,98302,Second,10.37,3786,3682603
Hyundai,Verna,2023,CNG,Automatic,54685,First,26.02,1436,2155646
Volkswagen,Vento,2024,Diesel,Manual,67513,First,18.79,1364,2157416
Mercedes,C-Class,2022,Petrol,Automatic,119125,Third,10.59,4448,2756136
Ford,EcoSport,2021,Petrol,Manual,141025,First,13.75,2492,2887483
Hyundai,Venue,2018,Petrol,Automatic,65083,Third,19.45,1343,804796
BMW,5 Series,2023,Electric,Manual,66490,Third,300.0,2030,5887058
Maruti,Alto,2017,Petrol,Automatic,88995,First,26.64,1192,847686
Mercedes,C-Class,2017,Electric,Manual,148209,Second,300.0,3449,5053073
Mahindra,Thar,2024,Petrol,Automatic,9050,Second,17.24,2716,7121462
Ford,Endeavour,2019,Electric,Manual,53954,Third,300.0,2523,1534727
Mahindra,Thar,2023,Electric,Automatic,128712,Third,300.0,1575,2920437
Maruti,Vitara Brezza,2015,CNG,Automatic,85932,First,24.26,1078,521618
Hyundai,Creta,2025,Diesel,Automatic,114327,First,24.28,1204,1916352
Maruti,Alto,2015,CNG,Manual,99575,Third,21.73,1459,626885
Volkswagen,Tiguan,2024,Diesel,Automatic,70182,Third,18.96,1397,1404219
Toyota,Glanza,2017,Petrol,Manual,44952,Second,16.16,1669,3244962
Ford,EcoSport,2024,Petrol,Manual,124424,First,17.44,2365,2601419
Tata,Tiago,2019,Diesel,Manual,31400,First,26.13,876,642508
Audi,A6,2025,Diesel,Manual,122969,Second,14.94,2787,7763707
Toyota,Innova,2015,Diesel,Manual,101991,Second,13.5,1832,2301697
Maruti,Baleno,2019,Electric,Manual,52362,First,300.0,1327,1150004
Ford,Endeavour,2021,Electric,Automatic,13931,Third,300.0,2848,5330107
Maruti,Vitara Brezza,2020,CNG,Manual,35366,Third,22.69,1135,1173870
Maruti,Swift,2020,CNG,Manual,147474,Third,25.46,1504,580980
Hyundai,Grand i10,2025,Petrol,Automatic,76759,Second,27.26,1434,1003297
BMW,X5,2016,CNG,Manual,76067,Second,10.84,3751,5393902
Hyundai,Venue,2016,Petrol,Manual,100274,Second,26.43,1224,748640
BMW,X5,2020,CNG,Automatic,92170,Third,13.44,2962,5230123
Volkswagen,Vento,2021,CNG,Automatic,16940,Third,24.63,972,1185827
Honda,Amaze,2023,Petrol,Automatic,53378,First,22.29,1190,1716952
Tata,Punch,2025,Petrol,Automatic,86802,First,26.86,1194,2395719
Toyota,Camry,2023,Petrol,Automatic,57629,First,15.95,1677,2764781
Hyundai,Creta,2020,Electric,Manual,121464,First,300.0,804,1626035
Toyota,Camry,2019,Electric,Manual,49777,Second,300.0,1859,5288673
Hyundai,Venue,2021,Petrol,Automatic,47068,Third,21.46,974,1305920
BMW,5 Series,2025,Diesel,Manual,87336,First,12.77,4851,10725306
BMW,5 Series,2019,Electric,Automatic,123390,First,300.0,2799,5573000
Ford,EcoSport,2022,CNG,Automatic,120156,Second,15.54,2493,1455379
BMW,3 Series,2019,CNG,Manual,37590,Second,11.54,2353,5602510
Mahindra,Scorpio,2024,Diesel,Automatic,101765,First,15.08,1764,4728796
BMW,5 Series,2015,Petrol,Automatic,123336,First,14.24,2196,4159178
Hyundai,Verna,2019,CNG,Manual,134041,First,27.6,1505,543196
Mahindra,Bolero,2024,Petrol,Automatic,33619,Second,16.11,2277,4638404
Mahindra,Bolero,2018,Diesel,Automatic,140713,Second,12.04,2053,2698423
Tata,Nexon,2025,Electric,Manual,6511,First,300.0,1298,3003348
Hyundai,Verna,2020,Petrol,Automatic,98961,Third,20.8,901,939988
Toyota,Glanza,2018,Electric,Manual,50833,Second,300.0,2718,1947111
BMW,3 Series,2023,CNG,Manual,140942,Third,10.68,2280,4844796
Honda,Jazz,2017,Diesel,Manual,13246,Third,27.28,1266,972264
Ford,Endeavour,2019,CNG,Manual,10740,First,12.04,2857,1556572
Hyundai,Grand i10,2024,Petrol,Manual,130673,Third,20.11,1036,322906
Audi,A6,2018,Diesel,Automatic,48601,First,13.48,2846,7457015
Mercedes,E-Class,2015,CNG,Manual,106145,First,10.32,2183,2093736
Toyota,Camry,2018,CNG,Manual,114661,First,17.47,2845,1873205
Maruti,Alto,2018,Electric,Manual,101771,Second,300.0,898,1136043
Mercedes,E-Class,2019,Diesel,Automatic,104574,First,13.01,2253,9510195
Volkswagen,Polo,2022,CNG,Manual,87380,Third,20.58,891,706949
Ford,Endeavour,2016,Petrol,Manual,57458,Third,14.2,2389,1625347
Audi,A4,2020,CNG,Manual,15675,Second,10.89,2172,9558572
Mercedes,GLA,2017,Diesel,Manual,73092,Third,10.52,2834,4913102
Mercedes,C-Class,2023,CNG,Automatic,48836,Second,10.28,2637,10354561
Volkswagen,Vento,2017,CNG,Automatic,98157,Second,21.66,1207,471646
BMW,X5,2024,CNG,Automatic,145527,First,11.0,2770,7423021
Volkswagen,Polo,2018,Petrol,Manual,48948,First,24.27,930,940179
BMW,5 Series,2020,Diesel,Automatic,24319,First,10.01,3234,12505508
Mahindra,Thar,2025,CNG,Automatic,137770,Second,16.27,2578,2449623
BMW,3 Series,2023,Diesel,Automatic,102425,First,9.51,3172,7851181
Toyota,Camry,2017,Petrol,Automatic,133499,First,16.08,1900,2030757
Ford,EcoSport,2021,Diesel,Automatic,31740,Second,14.85,2233,4017570
Hyundai,i20,2023,Petrol,Manual,60925,First,19.62,820,920499
Toyota,Camry,2020,Petrol,Manual,114450,First,15.07,2721,1542467
BMW,5 Series,2019,Petrol,Automatic,48063,First,13.73,3676,5705625
Honda,City,2019,CNG,Automatic,129467,First,21.36,908,433567
Hyundai,Grand i10,2021,Electric,Automatic,149296,Second,300.0,1312,623195
Audi,A6,2024,Petrol,Manual,115812,First,10.09,4198,5854575
Audi,A6,2018,CNG,Automatic,113664,Second,12.76,4501,3664898
Ford,Figo,2024,Diesel,Manual,94450,First,12.5,2410,4226261
Toyota,Fortuner,2020,CNG,Automatic,41083,Second,17.8,2429,4896577
Ford,Figo,2017,Electric,Manual,61431,First,300.0,2175,1758867
Mercedes,C-Class,2015,Electric,Manual,102799,Third,300.0,2050,4549555
Mercedes,E-Class,2024,Diesel,Manual,37330,Third,11.98,4570,10810265
Audi,A6,2019,Electric,Manual,66468,First,300.0,4701,3950614
Tata,Nexon,2020,CNG,Manual,90687,Second,25.61,1332,822809
Volkswagen,Polo,2020,Diesel,Manual,129128,First,19.31,835,1146492
Ford,Figo,2021,CNG,Automatic,23244,First,14.31,1682,2392247
Audi,Q5,2021,CNG,Manual,71337,Second,9.45,3890,6919911
Audi,A6,2018,Petrol,Manual,97711,Second,11.47,3797,2735389
Audi,A4,2025,Diesel,Automatic,113619,Second,11.9,2169,11600074
Mahindra,Bolero,2024,Electric,Manual,141682,Second,300.0,2113,1948697
Tata,Punch,2019,CNG,Manual,31586,Third,21.46,972,1043055
Honda,City,2024,Petrol,Manual,76443,Third,24.53,848,613075
Tata,Nexon,2019,Petrol,Automatic,96398,First,24.65,814,1071165
Volkswagen,Tiguan,2019,Diesel,Automatic,113695,First,18.72,1060,839603
Ford,Endeavour,2022,Diesel,Automatic,74977,Third,13.32,2911,4458934
Honda,Civic,2020,Diesel,Automatic,80821,First,20.54,929,824688
Audi,A6,2017,CNG,Manual,109900,Third,12.56,4162,2403012
Ford,Figo,2017,Petrol,Manual,148897,Third,12.99,1709,1111503
Ford,Endeavour,2016,CNG,Manual,15256,Third,16.83,2739,822195
Mercedes,E-Class,2024,Petrol,Automatic,69706,Third,14.07,3466,5031213
Audi,A6,2024,Petrol,Manual,94542,Second,9.49,4659,4353464
Honda,Civic,2018,Diesel,Automatic,129245,Third,23.31,801,333918
Audi,A4,2022,Electric,Automatic,125785,Third,300.0,2737,4994526
Volkswagen,Polo,2015,Petrol,Automatic,67947,First,18.25,1032,824613
Honda,Civic,2021,Electric,Automatic,70909,Second,300.0,868,1324855
Hyundai,Verna,2016,Electric,Manual,81199,Third,300.0,1352,701554
Ford,Figo,2021,Diesel,Manual,84333,Second,12.11,1934,3681655
Toyota,Camry,2024,Petrol,Manual,98266,First,15.84,2280,2768855
Ford,Endeavour,2022,Petrol,Manual,85248,Second,17.29,2357,2018916
Tata,Harrier,2017,Diesel,Manual,41491,First,24.87,1132,1194309
Mahindra,XUV700,2024,Electric,Manual,72019,Third,300.0,2720,3869459
Volkswagen,Vento,2023,Diesel,Manual,51211,Second,24.69,922,1809642
Audi,A6,2019,Petrol,Automatic,28156,Second,9.37,2588,4543808
Maruti,Baleno,2019,CNG,Automatic,58574,Third,26.84,808,1376312
Maruti,Swift,2021,Diesel,Manual,10487,Second,24.51,994,879955
Maruti,Vitara Brezza,2020,Diesel,Automatic,109036,Third,26.21,1005,1214905
Honda,Jazz,2017,Petrol,Manual,73550,Second,21.13,1500,722324
Volkswagen,Vento,2023,Electric,Automatic,85157,Second,300.0,1199,1319496
BMW,5 Series,2018,Petrol,Manual,65939,Third,9.54,2844,5153399
BMW,X5,2023,Diesel,Manual,5305,Second,12.49,2700,11100594
Volkswagen,Polo,2024,Electric,Manual,79217,Second,300.0,1438,1624360
Volkswagen,Vento,2021,Petrol,Automatic,15909,Third,23.45,1013,1510975
Honda,Jazz,2015,Electric,Manual,136525,First,300.0,1269,807806
Hyundai,i20,2024,Electric,Automatic,101628,First,300.0,1429,1457839
Mahindra,Bolero,2023,Petrol,Automatic,116033,First,12.09,2664,2013117
Toyota,Camry,2022,Petrol,Manual,17914,First,14.81,1781,2220595
Audi,A4,2018,CNG,Automatic,30523,Third,12.81,4843,8015538
Maruti,Ertiga,2017,Diesel,Manual,58648,First,21.72,1048,716941
Mercedes,GLA,2024,CNG,Manual,36448,First,12.39,2987,13156940
Volkswagen,Polo,2023,Electric,Manual,149518,Second,300.0,1279,1430969
Honda,Amaze,2021,Petrol,Automatic,39140,First,25.7,1407,2024957
Tata,Harrier,2025,CNG,Automatic,125457,Second,19.98,1077,1375800
Maruti,Ertiga,2023,Petrol,Automatic,83318,Third,24.14,1379,731963
Volkswagen,Polo,2015,Diesel,Manual,59653,First,25.59,810,1249550
Audi,A4,2024,Petrol,Automatic,149103,First,13.28,2475,4333695
Audi,A6,2024,Electric,Manual,10542,First,300.0,4562,7891268
Tata,Punch,2020,Petrol,Automatic,67664,Second,22.41,974,899174
Audi,A4,2017,CNG,Automatic,112310,First,12.72,2354,6764226
Audi,A6,2017,CNG,Manual,142948,Third,14.87,3353,1897060
Audi,Q5,2021,Diesel,Manual,137628,First,9.37,2425,3253607
Mahindra,Bolero,2025,CNG,Manual,68674,First,14.47,2474,2690458
Mahindra,Thar,2016,CNG,Manual,145001,Second,15.16,1930,794551
Toyota,Camry,2022,Petrol,Manual,79153,Second,16.29,2069,3308686
Tata,Safari,2016,Diesel,Manual,20387,Third,25.76,902,650580
Audi,A4,2020,CNG,Manual,149418,First,11.68,3505,3218691
Maruti,Swift,2019,Electric,Manual,55153,First,300.0,1584,1479971
Audi,Q5,2021,Diesel,Manual,75957,First,11.76,2197,5705501
Mahindra,Bolero,2018,Petrol,Automatic,105282,Second,12.29,2309,2451939
BMW,X5,2017,Electric,Automatic,139370,Second,300.0,4811,3225526
Mercedes,C-Class,2023,Diesel,Automatic,121293,Second,10.44,2187,4065441
Tata,Safari,2018,Petrol,Manual,140569,First,27.42,968,543201
Hyundai,Verna,2023,Diesel,Automatic,29210,Third,21.01,1557,1209273
Tata,Harrier,2021,Electric,Automatic,90890,First,300.0,1376,1820216
Maruti,Swift,2016,Electric,Automatic,64265,Third,300.0,1052,357476
Hyundai,Grand i10,2020,Petrol,Manual,16477,First,18.26,1019,1847045
Hyundai,Venue,2015,Electric,Manual,110365,Second,300.0,1369,851984
BMW,X5,2017,Petrol,Automatic,144180,First,13.38,3267,2694769
BMW,5 Series,2024,Electric,Manual,78606,First,300.0,3042,6101684
Volkswagen,Polo,2019,Electric,Automatic,26742,First,300.0,1027,2683037
Audi,A6,2017,Petrol,Manual,6994,Second,14.78,4707,8149549
Tata,Nexon,2022,Diesel,Manual,12491,First,22.39,864,2150587
BMW,5 Series,2018,Electric,Manual,148011,First,300.0,3486,6323798
Mahindra,Thar,2025,Petrol,Automatic,15327,Second,16.16,2249,3239103
Honda,Jazz,2020,Electric,Automatic,77944,Second,300.0,903,1530268
Ford,Endeavour,2016,CNG,Automatic,26795,First,12.84,1743,3554732
BMW,X5,2025,Petrol,Automatic,143010,Third,9.34,4321,5420113
Volkswagen,Tiguan,2024,Diesel,Automatic,99775,First,26.71,1538,1115697
Ford,EcoSport,2020,Petrol,Manual,96020,First,16.79,2743,3519093
BMW,3 Series,2023,Electric,Manual,118014,Third,300.0,4753,7636734
Toyota,Fortuner,2019,Diesel,Automatic,47218,First,15.62,2713,6638368
BMW,5 Series,2018,Diesel,Manual,5877,Third,12.98,2264,5127819
BMW,X5,2018,Petrol,Manual,6928,Second,9.73,2194,6826208
Tata,Punch,2025,Petrol,Manual,16109,Second,22.33,1147,599460
Mahindra,Bolero,2023,Electric,Manual,17174,Third,300.0,2750,2059430
Volkswagen,Tiguan,2024,Petrol,Automatic,55568,Second,24.05,1204,904384
Mercedes,C-Class,2023,Diesel,Automatic,144101,Second,9.31,4215,4241180
Ford,EcoSport,2021,Diesel,Automatic,129522,Second,14.73,1636,3066872
Mercedes,E-Class,2025,CNG,Manual,105854,Third,8.69,4550,4984214
Audi,Q5,2022,Petrol,Automatic,41243,First,10.3,3056,8151198
Volkswagen,Polo,2020,Petrol,Automatic,93596,Second,21.22,841,744356
BMW,3 Series,2023,Electric,Automatic,101468,Third,300.0,2102,9378459
Mercedes,C-Class,2023,Electric,Manual,77975,Second,300.0,4929,5872695
Toyota,Camry,2024,CNG,Manual,50728,Third,15.98,2617,1820394
Tata,Nexon,2019,Electric,Manual,129454,Second,300.0,1345,755449
Volkswagen,Polo,2018,Electric,Manual,64568,Second,300.0,1038,453459
Mahindra,Thar,2019,Electric,Automatic,51829,First,300.0,1628,2667885
Mercedes,E-Class,2019,Electric,Automatic,132710,First,300.0,3886,5082423
Volkswagen,Tiguan,2015,Petrol,Automatic,121894,Second,18.68,1229,271749
Mahindra,Scorpio,2016,Petrol,Manual,97037,Third,16.37,2327,945636
Ford,EcoSport,2016,Petrol,Manual,143064,First,14.08,1552,2315817
Mahindra,Thar,2015,Petrol,Manual,83070,Second,12.44,2061,1966015
Ford,Figo,2018,Petrol,Automatic,122656,Third,14.98,1820,1814600
Honda,City,2017,Petrol,Automatic,146735,Second,19.79,1381,535101
Maruti,Alto,2018,Electric,Manual,64461,First,300.0,1457,1688400
Maruti,Vitara Brezza,2022,Diesel,Manual,61764,Third,26.91,956,1028509
Mercedes,C-Class,2017,Diesel,Automatic,100855,Second,11.44,3722,5123430
Ford,Figo,2020,Diesel,Manual,35607,Second,15.03,2101,2255737
BMW,X5,2023,Petrol,Automatic,99110,Second,14.08,3950,6552313
Mahindra,Thar,2025,Electric,Automatic,83459,Second,300.0,2250,6521339
Honda,Jazz,2024,Diesel,Automatic,146075,Second,19.27,1497,1166768
Mahindra,XUV700,2017,Electric,Manual,33276,Second,300.0,1677,3813837
Toyota,Camry,2025,Petrol,Automatic,130421,Second,14.91,2862,2806289
Ford,EcoSport,2024,Electric,Manual,55663,First,300.0,1637,6548196
Honda,Jazz,2022,Electric,Manual,146390,Second,300.0,1317,1141028
Tata,Tiago,2015,CNG,Manual,90041,Third,23.35,1281,490444
Honda,City,2021,Diesel,Automatic,91627,Second,23.31,894,1668352
Hyundai,Verna,2018,Petrol,Manual,81827,First,24.77,873,876715
Honda,Jazz,2024,Petrol,Automatic,138432,Third,21.15,1237,583895
Tata,Safari,2021,Petrol,Manual,8690,Second,25.38,1584,1211438
Volkswagen,Polo,2016,CNG,Automatic,48243,Third,21.88,988,457541
Tata,Safari,2020,CNG,Manual,99711,Third,22.86,1535,1033508
Toyota,Camry,2016,Electric,Manual,6490,First,300.0,1868,4587000
Hyundai,Creta,2025,Petrol,Manual,42519,First,25.47,884,2325232
BMW,5 Series,2022,CNG,Automatic,122086,Second,11.4,4803,5796234
Toyota,Innova,2023,Diesel,Manual,22902,Third,12.76,1885,5303178
Hyundai,Grand i10,2025,Diesel,Automatic,73848,Second,23.18,1438,1981975
Audi,A4,2023,CNG,Automatic,140252,Third,9.44,4036,6923673
Volkswagen,Vento,2023,CNG,Automatic,42139,Second,19.07,1285,1250096
Audi,A4,2019,CNG,Automatic,142683,Third,10.43,3133,5097180
Maruti,Dzire,2015,Electric,Automatic,82834,First,300.0,1278,617916
Honda,Jazz,2019,Electric,Automatic,144439,Third,300.0,1379,1073794
Tata,Harrier,2019,Electric,Manual,42305,First,300.0,1545,1635441
Audi,A4,2024,Diesel,Automatic,69400,Second,11.97,4807,5622916
Hyundai,i20,2017,Diesel,Manual,24395,First,24.56,1149,861595
BMW,5 Series,2016,Diesel,Automatic,78108,Third,10.27,2131,3063848
Audi,A6,2017,Diesel,Automatic,5320,First,14.02,4201,10563603
Mahindra,Scorpio,2024,Petrol,Manual,51112,First,17.78,1824,4291650
Toyota,Camry,2022,CNG,Manual,116714,First,17.73,2457,3427899
Tata,Tiago,2016,Petrol,Manual,62218,First,23.45,1037,1057933
Toyota,Glanza,2021,Electric,Manual,98198,First,300.0,2622,2471887
Ford,Figo,2019,CNG,Automatic,43933,Third,13.63,1783,1728246
Audi,Q5,2016,Diesel,Automatic,136441,Second,12.29,4055,3268872
Honda,Amaze,2015,Electric,Manual,34115,Second,300.0,930,1062211
Audi,A6,2022,Petrol,Automatic,53879,Second,9.78,3229,8033474
Volkswagen,Vento,2025,Electric,Manual,65439,First,300.0,912,2738512
Volkswagen,Polo,2016,Petrol,Manual,46238,Second,26.04,1196,859711
Ford,EcoSport,2024,CNG,Automatic,80160,Third,15.08,2260,2008101
Mercedes,C-Class,2018,CNG,Automatic,129841,Third,10.65,2553,2942532
Volkswagen,Vento,2015,Diesel,Automatic,23597,Third,19.55,1420,830333
Maruti,Baleno,2018,Electric,Manual,148484,Third,300.0,831,858252
Audi,A6,2024,Electric,Manual,87023,Second,300.0,4370,4710014
Audi,Q5,2016,Electric,Automatic,67831,First,300.0,3415,6187278
Maruti,Baleno,2016,Petrol,Manual,128624,Third,24.86,805,163216
Honda,Amaze,2017,Petrol,Automatic,39408,First,19.67,1567,1133830
Mahindra,Bolero,2015,Petrol,Automatic,105393,Second,17.1,1645,1192453
Maruti,Swift,2019,Electric,Manual,127102,Second,300.0,1160,572106
Volkswagen,Polo,2024,Petrol,Automatic,89985,Second,25.36,859,2020051
BMW,5 Series,2022,Electric,Manual,126856,First,300.0,2806,3828215
Mahindra,Scorpio,2017,CNG,Automatic,108263,First,12.76,1908,3056326
Maruti,Vitara Brezza,2025,CNG,Manual,28072,Second,27.71,1476,2041064
Tata,Harrier,2021,CNG,Automatic,113968,Third,22.67,1187,764178
Hyundai,Verna,2017,CNG,Manual,6323,First,26.37,813,697553
Volkswagen,Vento,2018,Electric,Automatic,30590,Second,300.0,817,1401314
Honda,Amaze,2017,Diesel,Automatic,147131,Third,20.23,1506,784257
Honda,Amaze,2018,Diesel,Automatic,16640,Second,21.42,918,888530
Ford,Endeavour,2022,Electric,Automatic,16088,First,300.0,2930,3062036
Mahindra,Scorpio,2016,Electric,Manual,75288,Third,300.0,2523,1691178
Audi,A4,2019,Petrol,Automatic,38657,First,14.79,3616,10015334
Toyota,Fortuner,2020,CNG,Automatic,142808,Third,15.89,1597,2177803
Volkswagen,Vento,2022,CNG,Manual,60571,Third,23.09,912,863624
BMW,3 Series,2018,Electric,Manual,145903,Third,300.0,3150,3828948
Audi,A6,2015,Petrol,Manual,146996,Third,9.71,2358,2262991
Audi,A6,2016,CNG,Manual,64184,Third,14.66,2658,3554232
Volkswagen,Polo,2016,Electric,Automatic,64910,First,300.0,1298,660438
Mahindra,XUV700,2021,Petrol,Automatic,132504,Second,13.1,1669,3124577
Audi,A4,2023,Diesel,Automatic,130959,First,10.19,3916,3966546
Maruti,Alto,2016,Electric,Automatic,99219,First,300.0,1193,642837
BMW,3 Series,2023,Diesel,Manual,9561,Third,10.19,3969,8526808
Mahindra,XUV700,2015,Electric,Automatic,56956,First,300.0,2915,2308613
Mercedes,C-Class,2023,Electric,Manual,110981,Third,300.0,2491,6036629
BMW,5 Series,2018,CNG,Automatic,77052,Third,14.72,4422,4484498
Honda,Amaze,2015,Electric,Manual,94948,Second,300.0,1341,350390
Mahindra,Scorpio,2025,Electric,Automatic,69385,Second,300.0,2020,7100345
Maruti,Dzire,2023,CNG,Manual,148217,Second,27.21,1045,605007
Honda,Jazz,2022,Diesel,Automatic,135207,First,26.35,1396,907894
BMW,3 Series,2023,Petrol,Automatic,129211,Third,14.29,2352,6069323
Hyundai,i20,2015,Diesel,Automatic,50746,First,27.64,854,1685634
Ford,EcoSport,2022,CNG,Automatic,73606,Second,14.84,1716,4508444
Tata,Punch,2015,Petrol,Manual,9026,First,20.28,892,541815
Audi,Q5,2017,Petrol,Automatic,9831,Third,14.41,3045,3285978
Toyota,Innova,2016,CNG,Manual,44320,Third,16.61,2454,1137126
Toyota,Glanza,2021,CNG,Automatic,24791,Second,16.39,2560,3689552
Mercedes,C-Class,2020,Diesel,Manual,91060,Second,13.32,4543,5453184
Maruti,Vitara Brezza,2024,Petrol,Automatic,125949,Third,27.95,1559,613288
Audi,Q5,2015,Diesel,Manual,39420,Third,10.43,3539,2722725
BMW,X5,2024,Electric,Manual,103827,First,300.0,3651,11737125
Mercedes,GLA,2017,Electric,Automatic,12028,Third,300.0,4765,8574466
Ford,Endeavour,2022,CNG,Automatic,122943,Second,15.98,2405,2652832
Volkswagen,Vento,2021,Electric,Manual,137896,Third,300.0,816,1038370
Ford,Figo,2017,Diesel,Manual,66604,Second,15.4,1958,2055727
Tata,Nexon,2025,Diesel,Automatic,136100,Second,26.16,1214,1497007
Toyota,Camry,2019,Electric,Manual,99214,Third,300.0,1818,2932136
Toyota,Innova,2016,Diesel,Manual,92102,First,16.79,2552,3027259
Audi,Q5,2023,Petrol,Manual,46006,Third,12.6,4410,6091597
Volkswagen,Vento,2024,Diesel,Manual,142002,Third,20.15,1350,355304
Mercedes,GLA,2016,Petrol,Automatic,54394,First,12.64,4805,3872162
Tata,Tiago,2019,CNG,Manual,133991,Third,26.93,1117,660498
BMW,5 Series,2023,Electric,Automatic,34308,First,300.0,4880,10318831
BMW,X5,2020,Electric,Manual,57963,Second,300.0,3730,4965776
Tata,Nexon,2021,Diesel,Automatic,51792,Second,18.11,1072,1656634
Audi,A6,2015,Petrol,Manual,31487,First,14.12,3524,5587961
Maruti,Swift,2025,Petrol,Automatic,126835,First,18.07,913,1589096
Mercedes,GLA,2017,Petrol,Automatic,140191,First,11.85,4491,2273846
Hyundai,Creta,2016,Electric,Manual,14161,Second,300.0,995,1288497
Audi,A4,2022,Diesel,Automatic,131477,First,9.8,4894,4503661
Mahindra,Thar,2019,CNG,Manual,69834,First,17.6,1922,2745214
Hyundai,Venue,2019,Petrol,Automatic,112652,Third,19.93,1215,582155
Toyota,Glanza,2019,Electric,Automatic,19288,First,300.0,2414,4423663
Honda,Civic,2025,Petrol,Manual,27972,Third,21.66,1223,1491052
Maruti,Ertiga,2025,Electric,Automatic,130798,Third,300.0,1297,796929
Toyota,Camry,2016,CNG,Automatic,76837,First,15.29,2064,2828935
Mercedes,C-Class,2025,CNG,Manual,11424,Second,8.12,4337,8028509
Mahindra,Scorpio,2023,CNG,Manual,59699,Second,12.92,2725,2870791
Ford,Endeavour,2016,Diesel,Manual,27490,Second,12.21,1600,3653880
Hyundai,Creta,2021,CNG,Manual,74541,Third,22.72,1574,400170
BMW,3 Series,2024,Diesel,Manual,17766,Second,8.67,4480,11131540
Toyota,Innova,2025,Diesel,Automatic,88317,First,17.98,2693,3526812
Ford,Endeavour,2022,Petrol,Manual,49258,Third,13.76,2950,3762180
Honda,Amaze,2015,Petrol,Automatic,67649,First,23.32,1576,1291381
Audi,Q5,2017,CNG,Automatic,113642,First,11.99,4022,6323418
Hyundai,Grand i10,2021,Petrol,Automatic,27382,Third,22.72,897,825239
Mahindra,Scorpio,2018,Diesel,Automatic,26579,First,13.48,2264,4395981
BMW,5 Series,2017,CNG,Automatic,10761,Third,13.03,3116,3190998
Hyundai,Verna,2022,Electric,Manual,149339,Second,300.0,969,659171
Audi,A4,2019,CNG,Automatic,47217,Third,10.8,2396,5642456
Volkswagen,Polo,2018,Electric,Automatic,120135,Third,300.0,1036,594697
Honda,Amaze,2019,Diesel,Automatic,123750,First,25.25,1369,1331813
Hyundai,Creta,2020,CNG,Manual,94746,Second,27.34,939,1345603
BMW,5 Series,2022,CNG,Manual,72676,Second,9.98,3907,4066962
Tata,Tiago,2019,CNG,Manual,95225,First,23.86,1269,439454
Mahindra,XUV700,2020,Diesel,Manual,69676,Third,12.77,2794,2321955
Audi,Q5,2018,CNG,Automatic,101742,First,14.43,3307,8089234
Mercedes,E-Class,2022,CNG,Automatic,40727,Second,11.81,4936,6308900
Audi,A6,2015,Electric,Automatic,95774,First,300.0,4921,7620812
Honda,City,2019,Diesel,Automatic,37744,Second,24.13,1065,1383885
Volkswagen,Polo,2019,CNG,Manual,35710,Second,19.72,1156,1675961
Audi,Q5,2018,Petrol,Automatic,149059,Second,13.1,2546,5498550
BMW,3 Series,2015,Electric,Manual,136474,Third,300.0,4107,2418990
Mercedes,C-Class,2020,Diesel,Manual,76760,First,9.37,2590,7500931
Volkswagen,Tiguan,2016,Diesel,Manual,46108,Third,26.65,1301,491666
Mercedes,C-Class,2017,CNG,Manual,9052,First,14.4,4754,5123508
BMW,3 Series,2020,Electric,Manual,70705,Second,300.0,2867,3938312
Honda,Civic,2015,Petrol,Automatic,13417,Second,20.33,812,601385
Mahindra,Scorpio,2021,CNG,Manual,104936,Second,15.04,1527,3332104
Mahindra,XUV700,2025,Petrol,Automatic,98885,First,16.68,1672,2961509
BMW,5 Series,2021,Petrol,Manual,124725,Third,10.03,4824,3796800
